trackid,albumid,name,danceability,energy,key,valence,mode,tempo,speechiness,loudness,instrumentalness,acousticness,time_signature,liveness,sent,sent_magn
10Zp2cRLMFCWjUq6xdeyqC,7d9IZA5hVMlRqkRszYt66r,"""Maiden Of The Cancer Moon""",0.3923647932131496,0.3567839195979899,0.8181818181818182,0.2710659898477157,1.0,0.3984972477448251,0.044516829533116184,0.567660304524984,0.8752535496957404,0.4412060301507537,0.8,0.6014344262295082,0.0,0.0
6jIQb6nCEJxTr5CH20BVw7,7d9IZA5hVMlRqkRszYt66r,"""Calvary""",0.2969247083775186,0.3386934673366834,1.0,0.1319796954314721,1.0,0.41102576445718825,0.04560260586319219,0.4833321419210331,0.940162271805274,0.5266331658291457,0.8,0.2551229508196721,0.0,0.0
6kpMYSZ58MkohGS7OkO4A9,1lZahjeu4AhPkg9JARZr5F,"""Bron-Yr-Aur""",0.3637327677624603,0.293467336683417,0.0,0.2649746192893401,1.0,0.7185918499759308,0.04017372421281217,0.4693926180093882,0.8468559837728195,0.6703517587939698,0.8,0.07684426229508197,0.0,0.0
1sXZBC3ViBpX9481xVORgR,0zrtTZC7yY2TOEhnbJzSb9,"""Toad""",0.40402969247083775,0.6743718592964825,0.5454545454545454,0.4091370558375633,0.0,0.41681073274869707,0.051031487513572206,0.4467796125527199,0.7890466531440162,0.0,0.8,0.7633196721311475,0.0,0.0
2D3KQnbneZ1WI02xDal8iN,5viZ5HyYtV0wafK7DoXmgF,"""You Need The Glory""",0.672322375397667,0.3095477386934673,0.3636363636363637,0.8934010152284263,1.0,0.5451683794135498,0.05537459283387622,0.4678199537732027,0.5963488843813387,0.8914572864321607,0.8,0.14241803278688525,0.0,0.0
4xyWJM4kscTROV2RESdwpd,7CGhx630DIjdJqaBDVKc5j,"""Orion""",0.389183457051962,0.6723618090452261,0.8181818181818182,0.3878172588832487,1.0,0.5378806588668662,0.04125950054288816,0.6721709914933162,0.911764705882353,0.0010050251256281406,0.8,0.09323770491803278,0.0,0.0
3WRTlL3IbF4bkQ1xknmwKo,0Oqi3Mm316FRX5H9mHjF0b,"""Art Decade""",0.4803817603393426,0.22412060301507536,1.0,0.049746192893401014,1.0,0.3279557964796249,0.031487513572204126,0.5475730931446137,0.9614604462474644,0.9045226130653266,0.8,0.06762295081967212,0.0,0.0
4mTgcYdpcku1L2u880RpJf,0Oqi3Mm316FRX5H9mHjF0b,"""A New Career In A New Town""",0.6680805938494168,0.7879396984924623,0.0,0.5979695431472081,1.0,0.5275916197492622,0.07817589576547232,0.6234422284175662,0.8914807302231238,0.08442211055276383,0.8,0.18954918032786885,0.0,0.0
5v98XLkj6tkKy0D06umqDe,45StnugV9WQMQwk4rRoTy8,"""Oscillate Wildly""",0.6967126193001061,0.7919597989949747,0.8181818181818182,0.7949238578680202,0.0,0.48694614788924,0.030401737242128125,0.7679128839326137,0.3022312373225152,0.02110552763819096,0.8,0.08299180327868852,0.0,0.0
2dxUH1AbIoSJHaogzf1ztg,2OUYJtDV6EmLkVyoHSuGIp,"""East St. Louis Toodle-oo""",0.7094379639448569,0.3025125628140703,0.0,0.6050761421319796,0.0,0.6438225998869797,0.04125950054288816,0.5936807491600543,0.11866125760649088,0.7829145728643215,0.8,0.2868852459016393,0.0,0.0
6rmEV2YtvWkigxPZocINO3,3ycjBixZf7S3WpC5WZhhUK,Black Mountain Side,0.6998939554612937,0.257286432160804,0.5454545454545454,0.8060913705583757,1.0,0.4863810460662634,0.05428881650380022,0.4910524936259442,0.8620689655172414,0.6984924623115577,0.8,0.08299180327868852,0.0,0.0
6YB13JoI4jlygmf3lD6KJe,0OhNZ7R4dOqtDPLGp0jBAZ,"""Overture""",0.2534464475079533,0.4331658291457286,0.8181818181818182,0.3573604060913706,0.0,0.31158458737102074,0.03908794788273616,0.646627111778302,0.6237322515212982,0.6562814070351759,0.8,0.4364754098360655,0.0,0.0
5aYrkvMpCa17bxmgMGROgE,5fMAuIxI96lqdSPqUGwlXd,"""Reggatta De Blanc""",0.3849416755037116,0.9175879396984924,0.18181818181818185,0.3126903553299492,1.0,0.6559450804746855,0.07057546145494029,0.7442990921438273,0.029411764705882363,0.0010050251256281406,0.8,0.07684426229508197,0.0,0.0
0elOGHuXSgkvpNimG93jlp,0Oqi3Mm316FRX5H9mHjF0b,"""Speed Of Life""",0.42735949098621423,0.7698492462311558,0.7272727272727273,0.7522842639593909,1.0,0.4814834969337993,0.03800217155266016,0.6472943026663807,0.8884381338742393,0.0040201005025125615,0.8,0.3176229508196721,0.0,0.0
59m1tc2ZSJAigpMvtrL7vM,6Oc6Ok1Oawu8lRkjmD4mXy,"""The Ox""",0.3626723223753977,0.9638190954773868,0.18181818181818185,0.3350253807106599,1.0,0.6304736390464432,0.0770901194353963,0.7057926466032836,0.8275862068965517,0.3778894472361809,0.8,0.22438524590163933,0.0,0.0
5ibzGJgUhqJId3IMgzhufM,7npBPiCHjPj8PVIGPuHXep,"""Hobo's Blues""",0.6246023329798516,0.5035175879396985,0.9090909090909092,0.5512690355329948,1.0,0.3525230749911049,0.06297502714440825,0.6108370862820788,0.0,0.6030150753768844,0.8,0.06147540983606557,0.0,0.0
